Field,Cluster,Disposition,Target owner,Replacement / independent information,Confidence,Pinned source,Reason
ExecutionTimelineStore.pending_activation_ns_,StagedExecution,MOVE,ExecutionAuthorityShadow,staged successor distinct from active,SOURCE_REVIEWED_CLUSTER,src/execution/navigation_execution/include/navigation_execution/committed_bundle_store.hpp:829,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.mission_,DesiredMissionIntent,MOVE,MissionProgressShadow,mission intent identity,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:110,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.route_progress_,MeasuredRouteHistory,MOVE,MissionProgressShadow,"ordered measured route cursor, not accepted waypoint",SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:111,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.state_,MissionLifecycle,MERGE,MissionProgressShadow,mission lifecycle view,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:113,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.active_waypoint_index_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:114,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.next_goal_time_s_,MissionLifecycle,MERGE,MissionProgressShadow,mission lifecycle view,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:115,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.hold_start_time_s_,TemporalStopConfirmation,KEEP,ExecutionAuthorityShadow,source-time stop confirmation,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:116,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.request_id_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:117,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.braking_start_time_s_,TemporalStopConfirmation,KEEP,ExecutionAuthorityShadow,source-time stop confirmation,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:118,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.braking_end_time_s_,TemporalStopConfirmation,KEEP,ExecutionAuthorityShadow,source-time stop confirmation,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:119,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.stopped_start_time_s_,TemporalStopConfirmation,KEEP,ExecutionAuthorityShadow,source-time stop confirmation,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:120,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.arrival_start_time_s_,TemporalStopConfirmation,KEEP,ExecutionAuthorityShadow,source-time stop confirmation,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:121,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.pending_position_control_,PX4ModeRequest,MERGE,Px4AuthorityShadow,typed HoldTransfer request,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:122,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.checkpoint_valid_,AcceptedMissionProgress,DELETE,MissionProgressShadow,accepted gate / completion receipt,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:123,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
MissionController.trajectory_ready_,SuccessorReadiness,DELETE,MissionProgressShadow,continuation identity / readiness evidence,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:124,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
MissionController.terminal_hold_pending_,SuccessorReadiness,DELETE,MissionProgressShadow,continuation identity / readiness evidence,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:125,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
MissionController.previous_position_,MeasuredRouteHistory,MOVE,MissionProgressShadow,crossing before/after source sample witness,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:126,Conservative cluster disposition; nested product implementation may stay in its boundary.
MissionController.previous_position_time_s_,MeasuredRouteHistory,MOVE,MissionProgressShadow,route cursor and crossing witness,SOURCE_REVIEWED_CLUSTER,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/mission_controller.hpp:127,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.activation_time_,MissionLifecycle,MERGE,MissionProgressShadow,mission lifecycle view,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:136,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_setpoint_time_,CommandLease,KEEP,Px4AuthorityShadow,receive lease or command witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:137,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.stale_after_s_,TimingConfiguration,DERIVE,respective boundary,policy parameter,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:145,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationMode.state_stale_after_s_,TimingConfiguration,DERIVE,respective boundary,policy parameter,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:146,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationMode.trajectory_wait_timeout_s_,TimingConfiguration,UNRESOLVED,respective boundary,policy parameter,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:147,Exact writer/reader or external-owner semantics not proved; do not delete at migration.
NavigationMode.planner_recovery_wait_timeout_s_,ExecutionSafetyDisposition,DERIVE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:148,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationMode.stale_after_ns_,TimingConfiguration,KEEP,respective boundary,policy parameter,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:149,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.state_stale_after_ns_,TimingConfiguration,KEEP,respective boundary,policy parameter,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:150,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.planner_recovery_wait_timeout_ns_,ExecutionSafetyDisposition,UNRESOLVED,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:151,Exact writer/reader or external-owner semantics not proved; do not delete at migration.
NavigationMode.odometry_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:152,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.px4_local_position_ned_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:153,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.px4_local_velocity_ned_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:154,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.lio_to_px4_local_translation_ned_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:155,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_local_position_receive_ns_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:163,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_position_receive_steady_ns_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:164,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_xy_valid_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:165,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_z_valid_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:166,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_vxy_valid_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:167,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_vz_valid_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:168,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_dead_reckoning_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:169,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_heading_good_for_control_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:170,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_heading_valid_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:171,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_heading_ned_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:172,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_heading_variance_rad2_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:173,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_delta_xy_north_m_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:174,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_delta_xy_east_m_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:175,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_delta_z_m_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:176,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_delta_heading_rad_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:177,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_px4_local_position_receive_steady_ns_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:178,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.px4_local_frame_aligned_,PX4LocalStateFrame,KEEP,Px4AuthorityShadow,PX4 frame / reset / health witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:179,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.navigation_command_,CommandLease,KEEP,Px4AuthorityShadow,receive lease or command witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:180,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.lio_health_valid_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:181,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.typed_health_seen_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:182,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_state_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:183,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_navigation_valid_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:184,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_covariance_valid_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:185,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_observability_valid_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:186,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_correction_fresh_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:187,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_propagation_valid_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:188,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.lio_localization_epoch_,LocalizationEpoch,KEEP,domain boundary,localization identity witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:189,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_propagated_state_stamp_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:190,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_propagated_state_sequence_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:191,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_lio_diagnostics_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:192,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_source_stamp_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:193,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_correction_stamp_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:194,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_propagated_stamp_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:195,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_health_receive_steady_ns_,LocalizationHealth,KEEP,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:196,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.mission_,DesiredMissionIntent,DELETE,MissionProgressShadow,mission intent identity,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:197,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.mission_controller_,DesiredMissionIntent,DELETE,MissionProgressShadow,mission intent identity,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:198,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.failure_reported_,PX4BoundaryLifecycle,UNRESOLVED,Px4AuthorityShadow,external mode lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:200,Exact writer/reader or external-owner semantics not proved; do not delete at migration.
NavigationMode.mode_active_,PX4BoundaryLifecycle,KEEP,Px4AuthorityShadow,external mode lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:201,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.mission_terminal_,AcceptedMissionProgress,DERIVE,MissionProgressShadow,accepted gate / completion receipt,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:202,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationMode.handover_requested_,PX4BoundaryLifecycle,KEEP,Px4AuthorityShadow,external mode lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:203,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.planner_recovery_pending_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:204,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.planner_recovery_deadline_ns_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:205,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.planner_recovery_mission_id_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:206,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.planner_recovery_waypoint_index_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:207,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.planner_recovery_request_id_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:208,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.planner_recovery_bundle_generation_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:209,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.safety_suffix_handoff_pending_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:214,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.safety_suffix_waypoint_index_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:215,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.safety_suffix_request_id_,ExecutionSafetyDisposition,DELETE,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:216,Duplicated policy mirror or boolean lifecycle projection; replacement retains independent fact.
NavigationMode.last_completed_waypoint_index_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:217,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_completed_request_id_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:218,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.completion_position_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:219,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.safety_hold_position_,ExecutionSafetyDisposition,UNRESOLVED,ExecutionAuthorityShadow,typed execution lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:220,Exact writer/reader or external-owner semantics not proved; do not delete at migration.
NavigationMode.mission_complete_published_,AcceptedMissionProgress,MOVE,MissionProgressShadow,accepted gate / completion receipt,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:221,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_status_state_,PX4BoundaryLifecycle,UNRESOLVED,Px4AuthorityShadow,external mode lifecycle,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:222,Exact writer/reader or external-owner semantics not proved; do not delete at migration.
NavigationMode.last_odometry_receive_ns_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:230,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_odometry_receive_steady_ns_,MeasuredStateHistory,KEEP,measurement boundary,measured state and estimator memory,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:231,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_goal_publish_ns_,MissionLifecycle,MERGE,MissionProgressShadow,mission lifecycle view,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:233,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_command_receive_ns_,CommandLease,KEEP,Px4AuthorityShadow,receive lease or command witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:234,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_setpoint_update_ns_,CommandLease,KEEP,Px4AuthorityShadow,receive lease or command witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:236,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.last_state_age_s_,LocalizationHealth,DERIVE,Px4AuthorityShadow,local health / source-time witnesses,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:240,Derived from canonical typed witness/value; requires equivalence test at migration.
NavigationMode.last_velocity_command_enu_,CommandLease,KEEP,Px4AuthorityShadow,receive lease or command witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:241,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.alignment_latch_generation_,LocalizationEpoch,KEEP,domain boundary,localization identity witness,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:256,Conservative cluster disposition; nested product implementation may stay in its boundary.
NavigationMode.velocity_only_previous_,PX4BoundaryBookkeeping,KEEP,Px4AuthorityShadow,PX4 output history,CLUSTER_CONSERVATIVE,src/px4/px4_navigation_external_mode/include/px4_navigation_external_mode/navigation_mode.hpp:257,Conservative cluster disposition; nested product implementation may stay in its boundary.
