Field,Current owner,Semantic meaning,Writer(s),Reader(s),Lifetime,Invalidation,Independent info?,Can derive?,Target action,Target owner,Replacement,Equivalence evidence,Category,Type,Source,Blob
NavigationRuntimeNode.baseline_refinement_opportunity_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,BaselineRefinementOpportunity,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:482,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.plan_from_rest_first_failure_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:483,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.stale_input_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:484,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.stale_mapping_input_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:485,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.future_mapping_input_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:486,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.stale_execution_state_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:487,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.future_execution_state_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:488,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.invalid_corrected_pose_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:489,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.invalid_execution_state_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:490,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_snapshot_freshness_rejection_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:491,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_freshness_command_suspend_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:492,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_freshness_command_recovery_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:493,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_freshness_suspended_bundle_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:494,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.world_freshness_suspended_safety_suffix_active_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_bool,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:495,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_lease_rejection_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:496,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_lease_terminal_latch_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:497,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_publication_deadline_miss_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:498,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_lease_failure_latch_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,navigation_execution::ExecutionStateFailureLatch,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:499,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_lease_reason_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:500,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_execution_boundary_rejection_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:504,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_execution_activation_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:509,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_execution_activation_started_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:510,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_execution_activation_finished_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:511,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_execution_activation_result_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:512,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_command_sampled_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:513,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_command_sampled_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:514,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_command_sampled_result_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:515,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_watchdog_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:518,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_watchdog_event_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:519,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_source_age_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:520,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_execution_receive_age_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:521,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.map_update_exception_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:522,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_id_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:523,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.execution_transaction_id_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:524,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_goal_epoch_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:525,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.accepting_observations_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_bool,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:526,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.execution_trace_store_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,ExecutionTraceStore,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:530,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.retained_decision_diagnostics_enabled_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,test/diagnostic control,bool,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:533,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.retained_decision_accounting_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,RetainedObservationAccounting,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:534,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_solve_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:535,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.active_planner_solve_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:536,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.timed_out_planner_solve_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:537,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_timeline_activation_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:538,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_timeline_activation_mutex_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,mutable std::mutex,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:539,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.queued_planner_timeline_activations_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::deque<std::uint64_t>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:540,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_solve_activity_mutex_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,infrastructure/config,std::mutex,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:541,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planner_solve_started_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:542,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.trajectory_completion_witness_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::optional<TrajectoryCompletionWitness>,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:554,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.trajectory_reaches_goal_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_bool,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:555,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.terminal_bundle_generation_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:560,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.cycle_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:561,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.cycle_success_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:562,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.optimizer_deferred_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:563,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.optimizer_renewal_due_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:564,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.command_publish_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:565,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_planner_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:566,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_publish_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:567,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_command_store_publish_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:568,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_command_transition_lock_wait_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:569,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_input_lock_wait_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:570,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_cycle_started_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:571,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planning_period_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:572,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_planning_scheduling_gap_us_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:573,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_planning_timer_expected_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:574,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.last_planning_callback_start_steady_ns_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,not established,source declaration only; transition proof pending,behavioral candidate,std::int64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:575,bcd4235d7abe5dcef8730a751760b130f745cac2
NavigationRuntimeNode.planning_key_success_count_,NavigationRuntimeNode,requires writer/reader proof,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNRESOLVED,,,,source declaration only; transition proof pending,diagnostic candidate,std::atomic_uint64_t,src/runtime/navigation_runtime/include/navigation_runtime/navigation_runtime_node.hpp:576,bcd4235d7abe5dcef8730a751760b130f745cac2
